yy;mm;dd;1;4;5;9;10;12;13;15;16;17;18;19;20;21;22;23;24;25;26;27;29;30;31;33;34;35;37;40;41;44;45;46;47;48;49;50;54;55;57;58;60;62;64;65;66;67;99;100;101;102;77;78;79;80;81;82;83;84;85;88;89;105;106;107;108;96;97;109;110;111;112;113;98;114;115
2007;12;3;NA;NA;0;14.8;10.6;8.2;NA;6;2.1999999999999997;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.4;NA;0;4.8;15.6;NA;18;3.6;NA;NA;16.8;NA;NA;22.6;NA;6.6000000000000005;NA;10;24.4;0;1.4000000000000001;12;4.6000000000000005;NA;0;NA;NA;NA;NA;NA;NA;NA;9.6;15.6;16.2;15.4;24;10;31.4;19.4;17;21.2;15.4;NA;NA;NA;NA;NA;NA;18;NA;9.8;6.4;8;14.8;NA;4.6000000000000005
2007;12;4;NA;NA;12.8;2.8;0.2;0.6000000000000001;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;0;0;1.8;NA;0;0.2;NA;NA;2;NA;NA;0;NA;1.2000000000000002;NA;7.4;4.8;0;0.4;0;5.6;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;1.8;1.6;0.8;0;0.4;0.6000000000000001;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0.4;0;NA;0
2007;12;5;NA;NA;3.2;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;6.6;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;14.8;12.2;0;3.8000000000000003;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;6;NA;NA;1.4000000000000001;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1.6;0;0;NA;0.2;0;NA;NA;1.2;NA;NA;0.6000000000000001;NA;0;NA;0;1.2;3.4;0.2;0;0.8;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;2.2;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;7;NA;NA;13.6;0.6000000000000001;0;0;NA;1;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;5.8;0;0.2;NA;9.8;0;NA;NA;3.8000000000000003;NA;NA;7.2;NA;0.8;NA;5.2;5.8;7.6000000000000005;8.8;0.4;4.6000000000000005;NA;3.8;NA;NA;NA;NA;NA;NA;NA;0;0;3;6;0.8;0;11.2;6.2;0.6000000000000001;15;0;NA;NA;NA;NA;NA;NA;0.8;NA;5.2;1.2;0.6;0.4;NA;NA
2007;12;8;NA;NA;0;0.2;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;2.6;0;NA;NA;1.2;NA;NA;4.2;NA;1.6;NA;0.4;7.6;0;0;0;1.4;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;0;0;3.2;1.4;0.4;10.8;0;NA;NA;NA;NA;NA;NA;0;NA;4.2;0.2;0;0;NA;0
2007;12;9;NA;NA;0;8.6;3.8;5;NA;10.200000000000001;8.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;0;1.4;2.8;NA;18.2;2.4;NA;NA;18.4;NA;NA;26.8;NA;17;NA;0.2;22.4;0;0;13.6;2.6;NA;0;NA;NA;NA;NA;NA;NA;NA;2.2;5.4;13.8;15.200000000000001;7.6000000000000005;5.8;34.6;20.599999999999998;11.8;24.8;4.6000000000000005;NA;NA;NA;NA;NA;NA;12;NA;21.8;11.8;14.2;9.4;NA;0.8
2007;12;10;NA;NA;0.8;0.2;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;1.4;0;NA;NA;7.2;NA;NA;9;NA;8.8;NA;0.8;10;0;0;1.2000000000000002;3.4000000000000004;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0.6000000000000001;1.2;3.6;0.2;0;7;1.2000000000000002;1.6;11.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;0.8;0.2;0.2;0.6000000000000001;NA;0
2007;12;11;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;1.2000000000000002;NA;1.8;0.8;0;0;0;0.8;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;0;NA;0
2007;12;12;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0.2;NA;1.4;0;0;1;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;13;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0.2;NA;2.6;0;7;1.8;0;0.2;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;NA;0
2007;12;14;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0.2;NA;4.4;0;4.2;7.4;0;0.8;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;15;NA;NA;0;0.4;0;0.8;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2000000000000002;NA;0;0;0.2;NA;0;0;NA;NA;0;NA;NA;0.6000000000000001;NA;0.6000000000000001;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0.2;0.6000000000000001;0.6000000000000001;0.6000000000000001;1;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0.2;0;0;0;NA;0
2007;12;16;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0.8;0;1.4;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;17;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0.2;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;18;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;2;0;3;1.2000000000000002;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;NA;0
2007;12;19;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;3;0;1;1;0;0.2;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;NA;0
2007;12;20;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;2.4;0;0;2;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;21;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;1.2000000000000002;0;0;0.8;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;22;NA;NA;0.2;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0.2;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;0;0.2;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;23;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0.2;0;0;0.2;NA;1.7999999999999998;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;24;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0.4;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;25;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0.2;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;26;NA;NA;0.2;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0.2;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;27;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;28;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;29;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;30;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0.2;0;0;0;0.4;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0.4;1.6;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2007;12;31;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0.2;0;0;0.2;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;1;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;2;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;3;NA;NA;0;0.2;0.6000000000000001;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4;NA;0.4;0;0.8;NA;0;1.4000000000000001;NA;NA;0.2;NA;NA;7;NA;0;NA;0;2.8000000000000003;0;0;0.2;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;5.8;4.2;1.6;1.6;1.2000000000000002;1.2000000000000002;0;2.2;0.4;NA;NA;NA;NA;NA;NA;0.2;NA;0.2;1.2000000000000002;1;0;NA;1
2008;1;4;NA;NA;0;2.4000000000000004;1.2000000000000002;0;NA;2.4000000000000004;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6;NA;2.8000000000000003;2.2;0;NA;0;0.8;NA;NA;0;NA;NA;4.8;NA;0.2;NA;0;3.6;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;1.8;4.4;5.6000000000000005;3.4000000000000004;3.2;4.2;4.4;3.6;2;NA;1.8;NA;NA;NA;NA;NA;NA;10.4;NA;1.4000000000000001;3.6;0.4;9;NA;0.6000000000000001
2008;1;5;NA;NA;0;5.2;3.4;2;NA;6.2;6.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.8;NA;3.2;4;2.8000000000000003;NA;17.8;2.6;NA;NA;11.8;NA;NA;12.4;NA;4.4;NA;1;16.400000000000002;0;0;9.6;0;NA;0;NA;NA;NA;NA;NA;NA;NA;1;0.2;6.2;11.8;1.8;2.2;4.8;4.4;4;15.6;1.2;NA;NA;NA;NA;NA;NA;5.2;NA;14.2;3.8000000000000003;6.2;4.2;NA;1.2
2008;1;6;NA;NA;2.8;8.4;14;10;NA;10.6;5.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.8;NA;11.8;7.6;9;NA;19.6;5.2;NA;NA;16.2;NA;NA;36.4;NA;24.400000000000002;NA;8.8;14.200000000000001;2.6;6.2;16;0.2;NA;0;NA;NA;NA;NA;NA;NA;NA;12;15.2;19.8;30.6;14.200000000000001;12.6;35;24.4;20.4;NA;15.6;NA;NA;NA;NA;NA;NA;24.2;NA;27.2;14.6;15.4;20.4;NA;11.4
2008;1;7;NA;NA;8.6;0.8;0;0;NA;0.6000000000000001;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.8;NA;1.2;0;0.2;NA;8.8;0;NA;NA;9.200000000000001;NA;NA;5.8;NA;0.4;NA;29.8;16.8;3.2;35;4.6;14.8;NA;3.2;NA;NA;NA;NA;NA;NA;NA;0;1.4;2.2;7;1.4000000000000001;0;9.8;3;4.2;14.8;0.8;NA;NA;NA;NA;NA;NA;3.8;NA;7.4;1;3.4;3.6;NA;0
2008;1;8;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;2;0;6;0.2;0;0;NA;0.6000000000000001;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;9;NA;NA;0.6000000000000001;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;1.8;0.4;6;0;0;13.8;NA;3;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;10;NA;NA;1;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;2.8;0.6;7.6;0;0;5.2;NA;3.8;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;11;NA;NA;0;0.6000000000000001;3.4;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.8;NA;7;NA;3;NA;0;3.6;NA;NA;0;NA;NA;3.2;NA;0;NA;0;0.8;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;2.6;0;1.2000000000000002;3;5.4;4;0.4;0.2;0;0.6000000000000001;1.2;NA;NA;NA;NA;NA;NA;1.8;NA;1.6;0.4;0;1;NA;5.4
2008;1;12;NA;NA;0;31.2;22.8;0;NA;28.400000000000002;18.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;39.4;NA;35.6;NA;21;NA;7.2;31.200000000000003;NA;NA;3.2;NA;NA;8.4;NA;8.6;NA;0.2;12.2;0;0;13.2;22.2;NA;0;NA;NA;NA;NA;NA;NA;NA;23.6;10.8;9.2;7.6000000000000005;34.8;21.6;16.4;26;24;NA;27.6;NA;NA;NA;NA;NA;NA;14;NA;8.8;18.4;3.8;13.6;NA;27.4
2008;1;13;NA;NA;1.8;0;0;0;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;0.4;NA;0;0.4;NA;NA;0;NA;NA;0;NA;1.2000000000000002;NA;3.8000000000000003;0;1;3;0;0.4;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;2.4;0;0;0;0.2;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0.2;0;0;NA;0
2008;1;14;NA;NA;0;2.8000000000000003;3.2;0.4;NA;0.8;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.2;NA;3.2;NA;2.8000000000000003;NA;19.4;2.8;NA;NA;4.2;NA;NA;17;NA;6.6;NA;1.2000000000000002;9.2;0;0;2.8000000000000003;4.8;NA;0;NA;NA;NA;NA;NA;NA;NA;1.8;0.6000000000000001;NA;18;4.2;7.8;8.4;2.6;1.8;20;1.6;NA;NA;NA;NA;NA;NA;4.8;NA;14.6;2.2;NA;3;NA;4.2
2008;1;15;NA;NA;0;0.2;1;1.6;NA;0.2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.4;NA;2.4;NA;2;NA;0.6000000000000001;2.6;NA;NA;0.2;NA;NA;7.2;NA;0.2;NA;2.6;0.4;0;0;0.8;0.6000000000000001;NA;0;NA;NA;NA;NA;NA;NA;NA;2.6;1.6;1.2;2.4;3.4000000000000004;3.4;1.4;1;0.4;2.4;1.8;NA;NA;NA;NA;NA;NA;1.4;NA;NA;0.8;0;1.6;NA;3.4
2008;1;16;NA;NA;1;1.8;1;4;NA;0.4;0.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;3;NA;1.8;NA;10.4;1.8;NA;NA;4.8;NA;NA;16.8;NA;0;NA;0.8;11.2;0;0.4;4.8;0;NA;0;NA;NA;NA;NA;NA;NA;NA;1.4;1.2000000000000002;4.4;14.200000000000001;2.8000000000000003;4.2;4;1.6;1.4000000000000001;20;2.6;NA;NA;NA;NA;NA;NA;1.4;NA;NA;1.2000000000000002;1.6;0.8;NA;2.6
2008;1;17;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;2.6;0;2.8;2.4;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;18;NA;NA;16.2;0.2;0.6000000000000001;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4;NA;2.8000000000000003;0;0.4;NA;1;0;NA;NA;4.2;NA;NA;0;NA;0;NA;14.8;4.2;8.2;14;2;0;NA;6.4;NA;NA;NA;NA;NA;NA;NA;0.8;1.8;0.2;1.2;0.8;0.6000000000000001;4.6000000000000005;1.6;2.1999999999999997;7.2;1.2;NA;NA;NA;NA;NA;NA;1;NA;2;0.4;1.8;1.2000000000000002;NA;0.2
2008;1;19;NA;NA;2.6;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;3.8000000000000003;0;13;4.6000000000000005;0;0;NA;11.200000000000001;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;20;NA;NA;2.6;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;4.2;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;0;NA;0
2008;1;21;NA;NA;0.4;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;0;0.2;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;NA;0
2008;1;22;NA;NA;0;0.8;0.2;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4;NA;4.8;0;2.6;NA;2;0;NA;NA;3;NA;NA;0;NA;0;NA;2;6.8;0;0;0.4;0;NA;0.2;NA;NA;NA;NA;NA;NA;NA;0;0.4;0.2;NA;5.6;2.2;5.6000000000000005;2.4;0.4;1.4;0.4;NA;NA;NA;NA;NA;NA;0.8;NA;NA;0;1.8;0.8;NA;0
2008;1;23;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;1.5999999999999999;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0.4;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0.4;0;NA;0.2
2008;1;24;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;NA;0
2008;1;25;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;NA;0
2008;1;26;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;NA;0
2008;1;27;NA;NA;0.4;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;1.1;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;NA;0
2008;1;28;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;0
2008;1;29;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;2.2;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;NA;0
2008;1;30;NA;NA;0;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;NA;0
2008;1;31;NA;NA;0.2;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;NA;0;NA;0;0;0.6;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;NA;0
2008;2;1;NA;NA;0;0.2;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;0;NA;2.4;0;NA;NA;0.2;NA;NA;4.6000000000000005;NA;0.4;NA;0;2.6;0.2;1;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;1.4;0;0;0.2;0;0;2.2;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;NA;0
2008;2;2;NA;NA;4.3999999999999995;1;0;0;NA;0.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.8;NA;0;0;0.2;NA;5.6;0;NA;NA;2.4;NA;NA;10.2;NA;4.2;NA;7;6;0;2.8000000000000003;2.8000000000000003;0;NA;3.4;NA;NA;NA;NA;NA;NA;NA;0;3;5.6;9.8;0.8;0;4.8;3;1.6;11.2;NA;NA;NA;NA;NA;NA;NA;3.6;NA;NA;1;1.2;3.2;NA;0.6000000000000001
